kandidat,parti,valgt,stemmer
Eva Borchorst Mejnertz,Socialdemokratiet,,2061
Signe Munk,SF,,1678
Søren Gade,Venstre,,874
Morten Høgh,Venstre,,650
Johan Brødsgaard,Radikale,,486
Ragnar Dixen,Liberal Alliance,,380
Marianne Karlsmose,Konservative,,341
Mogens Jensen,Socialdemokratiet,,331
Dina Andersen-Raabjerg,Konservative,,296
Morten E.G. Brautsch,Moderaterne,,268
Lise Bertelsen,Konservative,,242
Bente Refslund,SF,,228
Carsten Bach,Liberal Alliance,,217
Morten Vehl Revsbeck,Danmarksdemokraterne,,185
Søren Boel Olesen,Dansk Folkeparti,,169
Lisbeth Torfing,Enhedslisten,,165
Thomas Danielsen,Venstre,,155
Philip Vivet,Radikale,,155
Trine Jepsen,Venstre,,142
Nils Brøgger,SF,,132
Stine Ry Andersen,Enhedslisten,,130
Christian Juhl,Enhedslisten,,124
Katrine Evelyn Jensen,Socialdemokratiet,,120
Helle Jensen,Liberal Alliance,,117
Signe Sofie Larsen,Alternativet,,98
Mikael Würtz,Dansk Folkeparti,,96
Michelle Sundahl,Dansk Folkeparti,,94
Dennis Flydtkjær,Danmarksdemokraterne,,94
Anne Paulin,Socialdemokratiet,,94
Michael Valbjørn,Liberal Alliance,,74
Lone Kjær Hein,Radikale,,73
Lone Langballe,Dansk Folkeparti,,73
Helge K. Frandsen,Borgernes Parti,,72
Jeppe von Berg,Moderaterne,,68
Anders Andreasen,Socialdemokratiet,,67
Mads Fuglede,Danmarksdemokraterne,,67
Kasper Thomassen,Venstre,,64
Michael Nielsen,Moderaterne,,60
Martin Sanderhoff,Moderaterne,,57
Peter Bilgrav,Alternativet,,55
Betina Kastbjerg,Danmarksdemokraterne,,51
Ralf Høgedal,Venstre,,51
Emma Thorup Jacobsen,SF,,50
Nicklas Verne,Konservative,,48
Jes Halfdan,Borgernes Parti,,46
Gorm Hoff Lauridsen,Konservative,,45
Michael Grove,Konservative,,43
Niels Kristian Larsen,SF,,35
Vinnie Borbjerg,Socialdemokratiet,,34
Thorbjørn Jacobsen,Liberal Alliance,,32
Knud Nielsen,Dansk Folkeparti,,31
Siff Tang Lassen,Konservative,,28
Lise Jørgensen,Socialdemokratiet,,28
Frederik Houmann Thuesen,Venstre,,28
Erik Flyvholm,Venstre,,28
Lennart Qvist,Konservative,,24
Lars Fibæk,Socialdemokratiet,,24
Maria Enemark,Borgernes Parti,,23
Keld Lorenzen,Liberal Alliance,,22
Kasper B.G. Lauritsen,Socialdemokratiet,,22
Hanne Frølund,Radikale,,21
Kim Pagels,Radikale,,20
Jarl Matthiesen,Venstre,,20
Casper Hindkjær,Radikale,,18
Henning Lindberg,Enhedslisten,,18
Anders Bøge,SF,,16
Aksel Rosager Johansen,Enhedslisten,,15
Gert Bækgaard,Venstre,,14
Nicklas Stampe Raabjerg,Alternativet,,14
Annette Sofia Skotte,Liberal Alliance,,13
Vivi Altenburg,Danmarksdemokraterne,,13
Marcus Juul Grønbæk,Danmarksdemokraterne,,12
Lau Sørensen,Konservative,,12
Simon Højer,Konservative,,11
Jørgen Christian Pedersen,Konservative,,10
Henning Bo Madsen,Enhedslisten,,9
Kevin Possekel,Liberal Alliance,,9
Steffen Troldtoft,Liberal Alliance,,9
Knud Gaarn-Larsen,Udenfor parti,,9
Didde Krabbe Johannesen,Alternativet,,8
Peter Vestergaard,Radikale,,8
Iben Forum Jeppesen,Liberal Alliance,,8
Per Kamp Stefansen,Socialdemokratiet,,8
Damian Hartvig Mathiesen,Enhedslisten,,7
Lars Dohn,Enhedslisten,,6
Jacob Abildgaard,Enhedslisten,,6
Lina Sikora Christiansen,Alternativet,,5
Majbrit Nørgaard,Venstre,,4
Steffen Tolstrup,Alternativet,,4
Peter Kempf Pedersen,Socialdemokratiet,,3
Svend Stein Olsen,Liberal Alliance,,2
