kandidat,parti,valgt,stemmer
Christian Rabjerg Madsen,Socialdemokratiet,✓,1781
Stephanie Lose,Venstre,✓,1615
Karina Lorentzen Dehnhardt,SF,✓,969
Peter Kofod,Dansk Folkeparti,✓,745
Tobias Jørgensen,Venstre,,586
Christina Foldager,Konservative,,484
Lotte Rod,Radikale,,290
Helena Artmann Andresen,Liberal Alliance,✓,249
Steffen Larsen,Liberal Alliance,,220
Cecilie Liv Hansen,Liberal Alliance,✓,203
Selma Bolø,Enhedslisten,,202
Karina Adsbøl,Danmarksdemokraterne,✓,182
Henrik Frandsen,Moderaterne,✓,179
Frida Bruun,Moderaterne,✓,172
Morten Hell,Moderaterne,,162
Maria Radoor,Socialdemokratiet,,139
Per Knudsen,Dansk Folkeparti,,120
Anni Matthiesen,Venstre,✓,106
Benny Engelbrecht,Socialdemokratiet,✓,98
Birgitte Vind,Socialdemokratiet,✓,87
Troels Simonsen,Liberal Alliance,,83
Sofus Teislev,SF,,80
Benny Dall,Enhedslisten,,79
Anne Marie Geisler Andersen,Radikale,,78
Niels Henning Bladt,Venstre,,78
Jesper Petersen,Socialdemokratiet,✓,78
Morten Trillingsgaard Høybye,Konservative,,62
Rasmus Vestergaard Madsen,Enhedslisten,✓,59
Anne Catherine Hoxcer Nielsen,Socialdemokratiet,,56
Thomas Majgaard Byrsing,Danmarksdemokraterne,,53
Frederik Bloch Münster,Konservative,✓,51
Ina Juul Jensen,SF,,44
Jørn Dohrmann,Borgernes Parti,,43
Nadja Natalie Isaksen,Borgernes Parti,✓,41
Josephine Alstrup Kofod,Dansk Folkeparti,✓,40
Jannie Boysen Westergaard,Konservative,,40
Nils Sjøberg,Radikale,,39
Nicholas Wentworth,Radikale,,37
Jørgen Kvist,SF,✓,36
Gitte Bjerremand Andersen,Moderaterne,,35
Gitte Eriksen,Konservative,,34
Frederik Klakk,Liberal Alliance,,33
Troels Overgaard,Venstre,,30
Christoffer Aagaard Melson,Venstre,✓,30
Tilde Holch Duedahl,Venstre,,28
Ulrik Knudsen,Danmarksdemokraterne,✓,27
Thomas Andresen,Venstre,,26
Christian Kirk,Dansk Folkeparti,,24
Kris Jensen Skriver,Socialdemokratiet,,23
Magnus Flensborg,SF,,23
Jakob Venø Heiwald,Danmarksdemokraterne,,23
Rasmus Sandvej,Konservative,,22
Preben Friis-Hauge,Venstre,,20
Anders Kronborg,Socialdemokratiet,✓,20
Milo Gaarde,SF,,19
Coco Mette Cecilie Kjærgaard,Alternativet,,18
Kim Eskesen,Socialdemokratiet,,17
Lone Hansen,Moderaterne,,17
Rasmus Elkjær Larsen,Konservative,,17
Rune Bønnelykke,Dansk Folkeparti,✓,17
Klaus Sandfeld,Venstre,,17
Christian Jørgensen,Liberal Alliance,,16
Jesper Bierbaum,Venstre,,16
Timm Bøttger,SF,,16
Jan Køpke Christensen,Borgernes Parti,,15
Kim Andkjær Doberck,Dansk Folkeparti,,15
Carl Andersen,Liberal Alliance,,15
Kenneth Fredslund Petersen,Danmarksdemokraterne,,15
Kim Alexander Jensen,Liberal Alliance,,15
Dan Arnløv,Konservative,,13
Helene Hellesøe Appel,Enhedslisten,,13
Helene Lykke,Liberal Alliance,,13
Karsten Byrgesen,Borgernes Parti,,13
Tommi Christensen,Socialdemokratiet,,13
Sune Nørgaard Jakobsen,Dansk Folkeparti,,13
Cecilie C. Johannsen,Konservative,,12
Mads-Magnus Damm,Dansk Folkeparti,,12
Holly Marie Turner,Enhedslisten,,12
Lilje Holm,Enhedslisten,,12
Mathias D. Christiansen,Enhedslisten,,11
Christian Mutwa Christensen,SF,,11
Lasse Hildingberg,Venstre,,11
Theis Kylling Hommeltoft,Socialdemokratiet,,11
Tobias Brus Mikkelsen,Dansk Folkeparti,,10
Lars Rømer Olsen,Socialdemokratiet,,10
Gunver Birgitte Nielsen,Konservative,,9
Sarah Nørris,Enhedslisten,,9
Astrid Fogh,Alternativet,,9
Patrick Bryhl,Danmarksdemokraterne,,8
Lasse Harder Schousboe,Enhedslisten,,8
Susanne Blegvad Posselt,SF,,8
Allan Svendsen,Dansk Folkeparti,,7
Ole Lynggaard Jørgensen,Radikale,,7
Jens Langer Schou,Konservative,,6
Finn Hartvig Nielsen,Radikale,,6
Mikael Winther,Alternativet,,6
Bo Nielsen,Alternativet,,6
Jim Zakaria,Dansk Folkeparti,,6
Barbara Krarup Hansen,Radikale,,5
Ane Line Søndergaard,Alternativet,,5
Edvard Korsbæk,Alternativet,,5
Carsten Sohl,Alternativet,,4
Phillip Kjær Luscombe,Venstre,,4
Lasse Skov Ovesen,Radikale,,4
Rune Højer,Dansk Folkeparti,,3
Lars Mogensen,Enhedslisten,,3
Mikael Hertig,Alternativet,,3
Johanna-Maria Precht,Enhedslisten,,3
Kristian Thomsen,Konservative,,3
Christian Fini Mosegaard,Liberal Alliance,,3
Christian Tarbensen,Konservative,,2
Bjarne Lastein,Radikale,,2
John Rasmussen,Liberal Alliance,,2
Bjørn Laursen,Socialdemokratiet,,1
Bodil Nielsen,Alternativet,,1
Hans Biering Fonsbøl,Alternativet,,0
